,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND60,IND61,IND62,IND63,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-342184,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,-,AA,AA,AA,BB,AA,BB,AA,-,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,-
JHI-Hv50k-2016-342174,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341523,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341002,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341994,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341946,-,-,BB,-,BB,-,-,-,BB,BB,BB,BB,BB,BB,BB,BB,-,-,BB,-,-,BB,BB,BB,BB,BB,-,BB,-,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,AA,BB,-,-,AA,AA,AA,AA,AA,BB,-,-,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341937,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,-,AA,BB,BB,BB,AA,AA,-,-,AA,AA,BB,AA,BB,AA,-,-,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341936,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341934,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-341929,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-342820,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,-,BB,BB,BB,AA,BB,AA,-,BB,AA,AA,BB,AA,BB,-,-,AA,AA,BB,-,AA,AA,-,AA,BB,-,-,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,-,BB,-,BB
JHI-Hv50k-2016-342445,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-340437,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-340433,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-340365,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,-,-,AA,AA,AA,AA,AA,BB,AA,-,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,BB,BB,BB,BB,BB
JHI-Hv50k-2016-339056,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338916,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-340037,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338851,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338418,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338704,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338495,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338603,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,-,-,BB,BB,BB,-,BB,-,AA,-,BB,-,-,BB,-,-,AA,AA,-,-,-,-,-,BB,AA,AA,-,BB,BB,-,-,BB,-,AA,-,-,-,BB,BB,BB,-
JHI-Hv50k-2016-338621,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-338081,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,-
JHI-Hv50k-2016-338080,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337992,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337660,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337616,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337389,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,-,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337849,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-337832,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB
M_E_82,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,-,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,-,AA,BB,AA,BB,BB
M_E_84,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,-,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,BB,AA,BB,BB
M_E_83,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,-,AA,BB,AA,BB,BB
M_E_81,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,-,BB,-,BB,BB,AA,AA,AA,BB,BB,AA,BB,-,AA,AA,AA,BB,BB
JHI-Hv50k-2016-336833,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-336801,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,-,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-336771,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,-,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-336770,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,-,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-336748,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-336665,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,-,-,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,-,BB,AA,-,AA,BB,-,AA,AA,BB,BB,AA,-,-,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-336681,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,BB,-,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-336517,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-336398,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335949,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335934,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335931,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335882,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335824,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335543,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335374,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-334221,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-334219,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-334056,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335947,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335942,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335887,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,BB
JHI-Hv50k-2016-335886,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,-
