,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND54,IND59,IND60,IND61,IND62,IND63,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-378825,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378180,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,-,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378173,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378036,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-377929,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-377329,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB
JHI-Hv50k-2016-377180,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,-,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,-,BB,BB,AA,BB,AA,BB,AA,AA,-,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB
JHI-Hv50k-2016-376312,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,-,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,-,AA,BB,-,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-376166,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374485,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,-,BB,BB,AA,BB,BB,AA,BB,-,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374480,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374056,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374006,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,-,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373963,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373811,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373599,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,AA,BB,BB,-,BB,BB,AA,AA,BB,AA,AA,-,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373560,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373482,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA
JHI-Hv50k-2016-373481,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA
JHI-Hv50k-2016-373484,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,-,BB,BB,AA,BB,BB,AA,BB,-,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,BB,AA,BB,AA,AA,BB,-
JHI-Hv50k-2016-373104,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-373042,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371659,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,-,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,-,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371331,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,AA,BB,BB,-,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,-,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,-
JHI-Hv50k-2016-371327,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,-,AA,AA,AA,AA,BB,AA,BB,-,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-371328,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-370551,BB,AA,BB,-,BB,BB,AA,BB,AA,AA,AA,AA,AA,-,AA,AA,AA,-,AA,BB,AA,-,AA,BB,BB,-,AA,AA,AA,AA,AA,-,BB,AA,BB,BB,AA,AA,AA,BB,AA,-,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,-,AA,AA,AA,AA,AA,AA,AA,AA,-,AA,AA,-,AA,AA,BB,AA,-,AA,-,-,AA
M_E_98,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,-,AA,AA,BB,AA,-,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,-,AA,BB,-,BB,AA,AA,BB,AA
JHI-Hv50k-2016-425100,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB
JHI-Hv50k-2016-425180,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,-,BB,-,AA,BB,BB,BB,-,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,-,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB
JHI-Hv50k-2016-424446,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,-,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB
M_E_115,AA,AA,BB,BB,AA,BB,-,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,-,BB,AA,BB,AA,BB,AA,AA,BB,-,BB,-,BB,AA,BB,BB,BB,AA,BB,-,BB,AA,AA,AA,BB,-,BB,BB,BB,BB,AA,-,BB,BB,-,BB,AA,-,AA,BB,BB,BB,BB
JHI-Hv50k-2016-423895,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,-,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA
JHI-Hv50k-2016-423834,AA,-,BB,BB,AA,BB,AA,-,AA,AA,AA,BB,BB,AA,BB,-,AA,AA,AA,AA,-,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,-,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,-,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB
JHI-Hv50k-2016-423827,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB
JHI-Hv50k-2016-423785,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,-,-,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,-,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,-
JHI-Hv50k-2016-421119,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,-,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,-,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,-,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB
JHI-Hv50k-2016-419063,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,-,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB
JHI-Hv50k-2016-415470,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB
JHI-Hv50k-2016-415468,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB
JHI-Hv50k-2016-415625,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,-,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB
JHI-Hv50k-2016-416163,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,-,AA,BB,AA,BB,-,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,-,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB
JHI-Hv50k-2016-416162,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,-,BB,AA,BB,AA,BB,BB,BB,-,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,-,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,AA,-
JHI-Hv50k-2016-305840,AA,AA,BB,AA,BB,-,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,-,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,-,AA,BB,AA
M_E_62,AA,AA,AA,AA,-,-,-,BB,AA,-,AA,BB,BB,-,AA,AA,BB,-,-,AA,-,-,AA,-,BB,BB,-,AA,-,AA,BB,AA,-,BB,AA,AA,AA,AA,BB,-,AA,-,-,AA,-,AA,BB,AA,-,AA,-,BB,BB,BB,BB,AA,AA,-,BB,BB,AA,-,AA,-,BB,-,-,BB,-,-,-,AA,BB,BB,AA
JHI-Hv50k-2016-308358,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,-,AA,BB,BB,AA,-,AA,-,-,AA,BB,BB,AA,-,BB,AA,BB,AA,BB,AA,-,-,BB,BB,BB,AA,AA,BB,BB,-,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,-
JHI-Hv50k-2016-308206,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,-,BB,AA,AA,AA,AA,-,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,-,-,-,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,-
JHI-Hv50k-2016-309053,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,-,BB,BB,AA,AA,AA,AA,-,BB,BB,BB,-,AA,BB,-,BB,AA,BB,-,-,-,-,BB,BB,-,AA,BB,AA,AA,-,BB,-,-,BB,AA,BB,-,-,BB,-,BB,AA,-,AA
JHI-Hv50k-2016-309064,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,-,AA,BB,BB,AA,AA,AA,-,-,BB,BB,BB,AA,-,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,AA,-,BB,AA,BB,BB,AA,BB,-,BB,AA,AA,-
JHI-Hv50k-2016-309051,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,-,-,BB,BB,BB,AA,-,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,-,AA,BB,AA,-,BB,AA,BB,BB,AA,BB,-,BB,AA,AA,AA
JHI-Hv50k-2016-309515,AA,AA,BB,BB,BB,AA,-,-,AA,BB,BB,BB,BB,BB,-,AA,-,AA,AA,BB,BB,AA,AA,-,-,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,-,-,BB,-,BB,AA,-,BB,AA,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,BB,AA,-,AA,BB,AA,-,BB,AA,BB,-,AA,BB,-,BB,AA,AA,AA
M_E_9,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,-,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA
M_E_8,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,-,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,-,BB,BB,AA,BB,-,BB,BB,AA,-,BB,BB,-,AA,BB,BB,AA,AA
M_E_7,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,BB,BB,-,AA,BB,BB,AA,AA
JHI-Hv50k-2016-40035,-,BB,BB,-,BB,-,-,BB,-,-,-,-,BB,BB,-,-,BB,BB,-,-,BB,BB,BB,-,BB,-,BB,BB,-,-,-,BB,AA,AA,BB,-,BB,-,AA,BB,BB,AA,BB,-,AA,BB,AA,-,BB,AA,BB,-,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,AA,BB,BB,AA,-,BB,BB,BB,AA,BB,BB,AA,-
JHI-Hv50k-2016-38514,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA
JHI-Hv50k-2016-42564,AA,BB,BB,AA,BB,AA,AA,BB,AA,-,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,-,-,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,-,BB,-,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,AA
JHI-Hv50k-2016-42730,BB,BB,BB,AA,BB,AA,AA,BB,AA,-,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,-,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,-,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,-
