mrk.1,mrk.2,R2,diff.dist,LG,delta.bp
S01_44008895,S01_28345059,NA,15663836,lg.1,15.663836
S01_28345035,S01_44008895,0.06085721078691993,15663860,lg.1,15.66386
S01_44008895,S01_28345035,NA,15663860,lg.1,15.66386
S01_28298906,S01_44008895,0.008027016309953323,15709989,lg.1,15.709989
S01_44008895,S01_28298906,NA,15709989,lg.1,15.709989
S01_40636580,S01_56381361,0.005549948176056963,15744781,lg.1,15.744781
S01_56381361,S01_40636580,NA,15744781,lg.1,15.744781
S01_40636558,S01_56381361,0.01874770017799922,15744803,lg.1,15.744803
S01_56381361,S01_40636558,NA,15744803,lg.1,15.744803
S01_38755673,S01_54506139,0.0020808127221958383,15750466,lg.1,15.750466
S01_54506139,S01_38755673,NA,15750466,lg.1,15.750466
S01_12547128,S01_28298906,0.012339659341789374,15751778,lg.1,15.751778
S01_28298906,S01_12547128,NA,15751778,lg.1,15.751778
S01_12547108,S01_28298906,0.012339659341789374,15751798,lg.1,15.751798
S01_28298906,S01_12547108,NA,15751798,lg.1,15.751798
S01_35752803,S01_51516538,0.026316350295238673,15763735,lg.1,15.763735
S01_51516538,S01_35752803,NA,15763735,lg.1,15.763735
S01_35752803,S01_51516560,0.0033520159628167754,15763757,lg.1,15.763757
S01_51516560,S01_35752803,NA,15763757,lg.1,15.763757
S01_12547128,S01_28345035,0.06129924981665001,15797907,lg.1,15.797907
S01_28345035,S01_12547128,NA,15797907,lg.1,15.797907
S01_12547108,S01_28345035,0.06129924981665001,15797927,lg.1,15.797927
S01_28345035,S01_12547108,NA,15797927,lg.1,15.797927
S01_12547128,S01_28345059,0.06129924981665001,15797931,lg.1,15.797931
S01_28345059,S01_12547128,NA,15797931,lg.1,15.797931
S01_12547108,S01_28345059,0.06129924981665001,15797951,lg.1,15.797951
S01_28345059,S01_12547108,NA,15797951,lg.1,15.797951
S01_38888921,S01_54719664,3.946833329914555e-5,15830743,lg.1,15.830743
S01_54719664,S01_38888921,NA,15830743,lg.1,15.830743
S01_15251372,S01_31089908,0.5291322399643684,15838536,lg.1,15.838536
S01_31089908,S01_15251372,NA,15838536,lg.1,15.838536
S01_15251372,S01_31090052,0.5664597524005875,15838680,lg.1,15.83868
S01_31090052,S01_15251372,NA,15838680,lg.1,15.83868
S01_35752803,S01_51600690,0.08254780192761908,15847887,lg.1,15.847887
S01_51600690,S01_35752803,NA,15847887,lg.1,15.847887
S01_29328994,S01_45185076,0.12353307609132574,15856082,lg.1,15.856082
S01_45185076,S01_29328994,NA,15856082,lg.1,15.856082
S01_29328994,S01_45185084,0.12353307609132574,15856090,lg.1,15.85609
S01_45185084,S01_29328994,NA,15856090,lg.1,15.85609
S01_29328994,S01_45185085,0.12353307609132574,15856091,lg.1,15.856091
S01_45185085,S01_29328994,NA,15856091,lg.1,15.856091
S01_29328994,S01_45185110,0.12353307609132574,15856116,lg.1,15.856116
S01_45185110,S01_29328994,NA,15856116,lg.1,15.856116
S01_40636580,S01_56497079,0.031092676873207076,15860499,lg.1,15.860499
S01_56497079,S01_40636580,NA,15860499,lg.1,15.860499
S01_40636558,S01_56497079,0.0025406240337210485,15860521,lg.1,15.860521
S01_56497079,S01_40636558,NA,15860521,lg.1,15.860521
S01_35752803,S01_51619343,0.012581948514220504,15866540,lg.1,15.86654
S01_51619343,S01_35752803,NA,15866540,lg.1,15.86654
S01_40636580,S01_56514285,0.048594174491174945,15877705,lg.1,15.877705
S01_56514285,S01_40636580,NA,15877705,lg.1,15.877705
S01_40636558,S01_56514285,0.01643704474278353,15877727,lg.1,15.877727
S01_56514285,S01_40636558,NA,15877727,lg.1,15.877727
S01_35752803,S01_51630871,0.003916892671640853,15878068,lg.1,15.878068
S01_51630871,S01_35752803,NA,15878068,lg.1,15.878068
S01_40636580,S01_56521310,0.024585431788799385,15884730,lg.1,15.88473
S01_56521310,S01_40636580,NA,15884730,lg.1,15.88473
S01_40636558,S01_56521310,8.054930258809137e-4,15884752,lg.1,15.884752
S01_56521310,S01_40636558,NA,15884752,lg.1,15.884752
S01_35752803,S01_51640106,0.019253168441867755,15887303,lg.1,15.887303
S01_51640106,S01_35752803,NA,15887303,lg.1,15.887303
S01_39801220,S01_55692513,0.011314317795085063,15891293,lg.1,15.891293
S01_55692513,S01_39801220,NA,15891293,lg.1,15.891293
S01_39782428,S01_55692513,0.012164866698167227,15910085,lg.1,15.910085
S01_55692513,S01_39782428,NA,15910085,lg.1,15.910085
S01_40636580,S01_56561984,0.08643792243100089,15925404,lg.1,15.925404
S01_56561984,S01_40636580,NA,15925404,lg.1,15.925404
S01_40636558,S01_56561984,0.0946921896939547,15925426,lg.1,15.925426
S01_56561984,S01_40636558,NA,15925426,lg.1,15.925426
S01_35752803,S01_51685788,0.007288586192592835,15932985,lg.1,15.932985
S01_51685788,S01_35752803,NA,15932985,lg.1,15.932985
S01_38755673,S01_54719664,0.0038524375869035676,15963991,lg.1,15.963991
S01_54719664,S01_38755673,NA,15963991,lg.1,15.963991
S01_40636580,S01_56603301,5.535819768560665e-4,15966721,lg.1,15.966721
S01_56603301,S01_40636580,NA,15966721,lg.1,15.966721
S01_40636580,S01_56603303,5.535819768560665e-4,15966723,lg.1,15.966723
S01_56603303,S01_40636580,NA,15966723,lg.1,15.966723
S01_40636558,S01_56603301,0.03322396158132106,15966743,lg.1,15.966743
S01_56603301,S01_40636558,NA,15966743,lg.1,15.966743
S01_40636558,S01_56603303,0.03322396158132106,15966745,lg.1,15.966745
S01_56603303,S01_40636558,NA,15966745,lg.1,15.966745
S01_28345059,S01_44338415,0.004847738655898735,15993356,lg.1,15.993356
S01_44338415,S01_28345059,NA,15993356,lg.1,15.993356
S01_28345035,S01_44338415,0.004847738655898735,15993380,lg.1,15.99338
S01_44338415,S01_28345035,NA,15993380,lg.1,15.99338
S01_35752803,S01_51764985,1.4609410541467016e-5,16012182,lg.1,16.012182
S01_51764985,S01_35752803,NA,16012182,lg.1,16.012182
S01_35752803,S01_51765084,2.588401218404928e-8,16012281,lg.1,16.012281
S01_51765084,S01_35752803,NA,16012281,lg.1,16.012281
S01_39202106,S01_55221804,0.01451579303994811,16019698,lg.1,16.019698000000002
S01_55221804,S01_39202106,NA,16019698,lg.1,16.019698000000002
S01_39202106,S01_55230333,0.020891229980301323,16028227,lg.1,16.028227
S01_55230333,S01_39202106,NA,16028227,lg.1,16.028227
S01_39202106,S01_55230421,0.012816396516312757,16028315,lg.1,16.028315
S01_55230421,S01_39202106,NA,16028315,lg.1,16.028315
S01_39202106,S01_55230498,0.013193719684132988,16028392,lg.1,16.028392
S01_55230498,S01_39202106,NA,16028392,lg.1,16.028392
S01_39202106,S01_55234883,0.0187092570712475,16032777,lg.1,16.032777
S01_55234883,S01_39202106,NA,16032777,lg.1,16.032777
S01_40636580,S01_56670080,1.1715137482389557e-4,16033500,lg.1,16.0335
S01_56670080,S01_40636580,NA,16033500,lg.1,16.0335
S01_40636558,S01_56670080,0.024949806047830973,16033522,lg.1,16.033522
S01_56670080,S01_40636558,NA,16033522,lg.1,16.033522
S01_40636580,S01_56670116,1.1715137482389557e-4,16033536,lg.1,16.033536
S01_56670116,S01_40636580,NA,16033536,lg.1,16.033536
S01_40636558,S01_56670116,0.024949806047830973,16033558,lg.1,16.033558
S01_56670116,S01_40636558,NA,16033558,lg.1,16.033558
S01_28298906,S01_44338415,0.014479188081136742,16039509,lg.1,16.039509
S01_44338415,S01_28298906,NA,16039509,lg.1,16.039509
S01_27622566,S01_43668662,0.05171293995011423,16046096,lg.1,16.046096
S01_43668662,S01_27622566,NA,16046096,lg.1,16.046096
S01_39202106,S01_55251501,0.016258607270514026,16049395,lg.1,16.049395
S01_55251501,S01_39202106,NA,16049395,lg.1,16.049395
S01_35752803,S01_51814474,0.01903084623401084,16061671,lg.1,16.061671
S01_51814474,S01_35752803,NA,16061671,lg.1,16.061671
S01_29328994,S01_45393119,0.055745151602826906,16064125,lg.1,16.064125
S01_45393119,S01_29328994,NA,16064125,lg.1,16.064125
S01_39202106,S01_55269660,0.019584630716928807,16067554,lg.1,16.067554
S01_55269660,S01_39202106,NA,16067554,lg.1,16.067554
S01_39801220,S01_55879240,4.592569772174272e-6,16078020,lg.1,16.07802
S01_55879240,S01_39801220,NA,16078020,lg.1,16.07802
S01_39782428,S01_55879240,0.0017721588784549757,16096812,lg.1,16.096812
S01_55879240,S01_39782428,NA,16096812,lg.1,16.096812
S01_40636580,S01_56756596,0.12988686776523506,16120016,lg.1,16.120016
S01_56756596,S01_40636580,NA,16120016,lg.1,16.120016
S01_40636558,S01_56756596,0.38133273730002815,16120038,lg.1,16.120038
S01_56756596,S01_40636558,NA,16120038,lg.1,16.120038
S01_40636580,S01_56756639,0.11396215362513143,16120059,lg.1,16.120059
S01_56756639,S01_40636580,NA,16120059,lg.1,16.120059
S01_40636558,S01_56756639,0.0020288189923385325,16120081,lg.1,16.120081
S01_56756639,S01_40636558,NA,16120081,lg.1,16.120081
S01_29039823,S01_45185076,0.10719922188992324,16145253,lg.1,16.145253
S01_45185076,S01_29039823,NA,16145253,lg.1,16.145253
S01_29039823,S01_45185084,0.10719922188992324,16145261,lg.1,16.145261
S01_45185084,S01_29039823,NA,16145261,lg.1,16.145261
S01_29039823,S01_45185085,0.10719922188992324,16145262,lg.1,16.145262
S01_45185085,S01_29039823,NA,16145262,lg.1,16.145262
S01_29039823,S01_45185110,0.10719922188992324,16145287,lg.1,16.145287
S01_45185110,S01_29039823,NA,16145287,lg.1,16.145287
S01_40636580,S01_56782521,0.008284462051671906,16145941,lg.1,16.145941
S01_56782521,S01_40636580,NA,16145941,lg.1,16.145941
S01_40636580,S01_56782528,0.008284462051671906,16145948,lg.1,16.145948
S01_56782528,S01_40636580,NA,16145948,lg.1,16.145948
S01_40636580,S01_56782542,0.008284462051671906,16145962,lg.1,16.145962
S01_56782542,S01_40636580,NA,16145962,lg.1,16.145962
S01_40636558,S01_56782521,0.026628349702212253,16145963,lg.1,16.145963
S01_56782521,S01_40636558,NA,16145963,lg.1,16.145963
S01_40636558,S01_56782528,0.026628349702212253,16145970,lg.1,16.14597
S01_56782528,S01_40636558,NA,16145970,lg.1,16.14597
S01_40636558,S01_56782542,0.026628349702212253,16145984,lg.1,16.145984
S01_56782542,S01_40636558,NA,16145984,lg.1,16.145984
S01_40636580,S01_56812275,0.0022282106713421073,16175695,lg.1,16.175695
S01_56812275,S01_40636580,NA,16175695,lg.1,16.175695
S01_40636558,S01_56812275,5.443080681085233e-4,16175717,lg.1,16.175717
S01_56812275,S01_40636558,NA,16175717,lg.1,16.175717
S01_40636580,S01_56812323,0.03678374983646623,16175743,lg.1,16.175743
S01_56812323,S01_40636580,NA,16175743,lg.1,16.175743
S01_40636580,S01_56812335,0.057419134648788325,16175755,lg.1,16.175755
S01_56812335,S01_40636580,NA,16175755,lg.1,16.175755
S01_40636558,S01_56812323,0.002957899386023272,16175765,lg.1,16.175765
S01_56812323,S01_40636558,NA,16175765,lg.1,16.175765
S01_40636558,S01_56812335,0.019480300812539066,16175777,lg.1,16.175777
S01_56812335,S01_40636558,NA,16175777,lg.1,16.175777
S01_40636580,S01_56812735,0.0392600907764755,16176155,lg.1,16.176155
S01_56812735,S01_40636580,NA,16176155,lg.1,16.176155
S01_40636558,S01_56812735,0.003112455992766103,16176177,lg.1,16.176177
S01_56812735,S01_40636558,NA,16176177,lg.1,16.176177
S01_39801220,S01_56025102,1.0022100028531169e-4,16223882,lg.1,16.223882
S01_56025102,S01_39801220,NA,16223882,lg.1,16.223882
S01_28345059,S01_44586060,0.008151759034297887,16241001,lg.1,16.241001
S01_44586060,S01_28345059,NA,16241001,lg.1,16.241001
S01_28345035,S01_44586060,0.008151759034297887,16241025,lg.1,16.241025
S01_44586060,S01_28345035,NA,16241025,lg.1,16.241025
S01_39782428,S01_56025102,1.089190400749885e-4,16242674,lg.1,16.242674
S01_56025102,S01_39782428,NA,16242674,lg.1,16.242674
S01_32461874,S01_48738048,0.12300871542850701,16276174,lg.1,16.276174
S01_48738048,S01_32461874,NA,16276174,lg.1,16.276174
S01_32461874,S01_48738089,0.12300871542850701,16276215,lg.1,16.276215
S01_48738089,S01_32461874,NA,16276215,lg.1,16.276215
S01_32461874,S01_48738092,0.12300871542850701,16276218,lg.1,16.276218
S01_48738092,S01_32461874,NA,16276218,lg.1,16.276218
S01_28298906,S01_44586060,0.013719752820805979,16287154,lg.1,16.287154
S01_44586060,S01_28298906,NA,16287154,lg.1,16.287154
S01_32461874,S01_48751448,0.31169539388270556,16289574,lg.1,16.289574000000002
S01_48751448,S01_32461874,NA,16289574,lg.1,16.289574000000002
S01_14792738,S01_31089908,0.017852399087028556,16297170,lg.1,16.29717
S01_31089908,S01_14792738,NA,16297170,lg.1,16.29717
S01_14792738,S01_31090052,0.022341729631758688,16297314,lg.1,16.297314
S01_31090052,S01_14792738,NA,16297314,lg.1,16.297314
S01_25589984,S01_41895210,4.1974831914528654e-4,16305226,lg.1,16.305226
S01_41895210,S01_25589984,NA,16305226,lg.1,16.305226
S01_38888921,S01_55221804,0.007231021398929795,16332883,lg.1,16.332883
S01_55221804,S01_38888921,NA,16332883,lg.1,16.332883
S01_38888921,S01_55230333,8.159485584618648e-4,16341412,lg.1,16.341412
S01_55230333,S01_38888921,NA,16341412,lg.1,16.341412
S01_38888921,S01_55230421,0.01770590605015847,16341500,lg.1,16.3415
S01_55230421,S01_38888921,NA,16341500,lg.1,16.3415
S01_38888921,S01_55230498,1.27840558435955e-6,16341577,lg.1,16.341577
S01_55230498,S01_38888921,NA,16341577,lg.1,16.341577
S01_32461874,S01_48805860,0.28966643126017105,16343986,lg.1,16.343986
S01_48805860,S01_32461874,NA,16343986,lg.1,16.343986
S01_38888921,S01_55234883,1.208932479139765e-5,16345962,lg.1,16.345962
S01_55234883,S01_38888921,NA,16345962,lg.1,16.345962
S01_29039823,S01_45393119,0.09208709967735523,16353296,lg.1,16.353296
S01_45393119,S01_29039823,NA,16353296,lg.1,16.353296
S01_38888921,S01_55251501,0.02246968351104156,16362580,lg.1,16.36258
S01_55251501,S01_38888921,NA,16362580,lg.1,16.36258
S01_38888921,S01_55269660,0.017372404853843972,16380739,lg.1,16.380739
S01_55269660,S01_38888921,NA,16380739,lg.1,16.380739
S01_27622566,S01_44008895,9.561930202645614e-4,16386329,lg.1,16.386329
S01_44008895,S01_27622566,NA,16386329,lg.1,16.386329
S01_38103738,S01_54506139,9.016016718752809e-4,16402401,lg.1,16.402401
S01_54506139,S01_38103738,NA,16402401,lg.1,16.402401
S01_38755673,S01_55221804,5.660960325497872e-4,16466131,lg.1,16.466131
S01_55221804,S01_38755673,NA,16466131,lg.1,16.466131
S01_38755673,S01_55230333,1.6062493498923438e-5,16474660,lg.1,16.47466
S01_55230333,S01_38755673,NA,16474660,lg.1,16.47466
S01_38755673,S01_55230421,0.01906111042229097,16474748,lg.1,16.474748
S01_55230421,S01_38755673,NA,16474748,lg.1,16.474748
S01_38755673,S01_55230498,0.00277695430916959,16474825,lg.1,16.474825
S01_55230498,S01_38755673,NA,16474825,lg.1,16.474825
S01_38755673,S01_55234883,5.979470004128431e-4,16479210,lg.1,16.47921
S01_55234883,S01_38755673,NA,16479210,lg.1,16.47921
S01_39202106,S01_55692513,0.010182238233611396,16490407,lg.1,16.490407
S01_55692513,S01_39202106,NA,16490407,lg.1,16.490407
S01_12547128,S01_29039823,0.002387292655403057,16492695,lg.1,16.492695
S01_29039823,S01_12547128,NA,16492695,lg.1,16.492695
S01_12547108,S01_29039823,0.002387292655403057,16492715,lg.1,16.492715
S01_29039823,S01_12547108,NA,16492715,lg.1,16.492715
S01_38755673,S01_55251501,0.024191182909544865,16495828,lg.1,16.495828
S01_55251501,S01_38755673,NA,16495828,lg.1,16.495828
S01_38755673,S01_55269660,0.002022099829494203,16513987,lg.1,16.513987
S01_55269660,S01_38755673,NA,16513987,lg.1,16.513987
S01_39801220,S01_56381361,0.015834642999841074,16580141,lg.1,16.580141
S01_56381361,S01_39801220,NA,16580141,lg.1,16.580141
S01_39782428,S01_56381361,0.01701843779968686,16598933,lg.1,16.598933
S01_56381361,S01_39782428,NA,16598933,lg.1,16.598933
S01_38103738,S01_54719664,0.020504744541415654,16615926,lg.1,16.615926
S01_54719664,S01_38103738,NA,16615926,lg.1,16.615926
S01_39202106,S01_55879240,0.008846387857644633,16677134,lg.1,16.677134
S01_55879240,S01_39202106,NA,16677134,lg.1,16.677134
S01_39801220,S01_56497079,0.0031603976134487346,16695859,lg.1,16.695859
S01_56497079,S01_39801220,NA,16695859,lg.1,16.695859
S01_39801220,S01_56514285,0.013871059738390113,16713065,lg.1,16.713065
S01_56514285,S01_39801220,NA,16713065,lg.1,16.713065
S01_39782428,S01_56497079,0.0018305432800560155,16714651,lg.1,16.714651
S01_56497079,S01_39782428,NA,16714651,lg.1,16.714651
S01_27622566,S01_44338415,0.026209736007434186,16715849,lg.1,16.715849
S01_44338415,S01_27622566,NA,16715849,lg.1,16.715849
S01_39801220,S01_56521310,0.0032772624308575696,16720090,lg.1,16.72009
S01_56521310,S01_39801220,NA,16720090,lg.1,16.72009
S01_39782428,S01_56514285,0.014913810601389497,16731857,lg.1,16.731857
S01_56514285,S01_39782428,NA,16731857,lg.1,16.731857
S01_32461874,S01_49196880,0.21835001813555074,16735006,lg.1,16.735006
S01_49196880,S01_32461874,NA,16735006,lg.1,16.735006
S01_39782428,S01_56521310,0.0024549131483038358,16738882,lg.1,16.738882
S01_56521310,S01_39782428,NA,16738882,lg.1,16.738882
S01_39801220,S01_56561984,0.07232356657652314,16760764,lg.1,16.760764000000002
S01_56561984,S01_39801220,NA,16760764,lg.1,16.760764000000002
S01_39782428,S01_56561984,9.479993272601565e-4,16779556,lg.1,16.779556
S01_56561984,S01_39782428,NA,16779556,lg.1,16.779556
S01_25589984,S01_42371693,4.893768554391529e-4,16781709,lg.1,16.781709
S01_42371693,S01_25589984,NA,16781709,lg.1,16.781709
S01_12547128,S01_29328994,0.003335777709184379,16781866,lg.1,16.781866
S01_29328994,S01_12547128,NA,16781866,lg.1,16.781866
S01_12547108,S01_29328994,0.003335777709184379,16781886,lg.1,16.781886
S01_29328994,S01_12547108,NA,16781886,lg.1,16.781886
S01_39801220,S01_56603301,0.021187070955917837,16802081,lg.1,16.802081
S01_56603301,S01_39801220,NA,16802081,lg.1,16.802081
S01_39801220,S01_56603303,0.021187070955917837,16802083,lg.1,16.802083
S01_56603303,S01_39801220,NA,16802083,lg.1,16.802083
S01_38888921,S01_55692513,0.014093269250886437,16803592,lg.1,16.803592
S01_55692513,S01_38888921,NA,16803592,lg.1,16.803592
S01_35752803,S01_52557156,0.004339341494056648,16804353,lg.1,16.804353
S01_52557156,S01_35752803,NA,16804353,lg.1,16.804353
S01_35752803,S01_52567810,0.004560014873248963,16815007,lg.1,16.815007
S01_52567810,S01_35752803,NA,16815007,lg.1,16.815007
S01_39782428,S01_56603301,0.022139732742186315,16820873,lg.1,16.820873
S01_56603301,S01_39782428,NA,16820873,lg.1,16.820873
S01_39782428,S01_56603303,0.022139732742186315,16820875,lg.1,16.820875
S01_56603303,S01_39782428,NA,16820875,lg.1,16.820875
S01_39202106,S01_56025102,0.020843204164254434,16822996,lg.1,16.822996
S01_56025102,S01_39202106,NA,16822996,lg.1,16.822996
S01_28345059,S01_45185076,0.0063559692712057215,16840017,lg.1,16.840017
S01_45185076,S01_28345059,NA,16840017,lg.1,16.840017
S01_28345059,S01_45185084,0.0063559692712057215,16840025,lg.1,16.840025
S01_45185084,S01_28345059,NA,16840025,lg.1,16.840025
S01_28345059,S01_45185085,0.0063559692712057215,16840026,lg.1,16.840026
S01_45185085,S01_28345059,NA,16840026,lg.1,16.840026
S01_28345035,S01_45185076,0.0063559692712057215,16840041,lg.1,16.840041
S01_45185076,S01_28345035,NA,16840041,lg.1,16.840041
S01_28345035,S01_45185084,0.0063559692712057215,16840049,lg.1,16.840049
S01_45185084,S01_28345035,NA,16840049,lg.1,16.840049
S01_28345035,S01_45185085,0.0063559692712057215,16840050,lg.1,16.84005
S01_45185085,S01_28345035,NA,16840050,lg.1,16.84005
S01_28345059,S01_45185110,0.0063559692712057215,16840051,lg.1,16.840051
S01_45185110,S01_28345059,NA,16840051,lg.1,16.840051
S01_28345035,S01_45185110,0.0063559692712057215,16840075,lg.1,16.840075
S01_45185110,S01_28345035,NA,16840075,lg.1,16.840075
S01_31090052,S01_47938078,0.10012288857230424,16848026,lg.1,16.848026
S01_47938078,S01_31090052,NA,16848026,lg.1,16.848026
S01_31089908,S01_47938078,0.04011701627444394,16848170,lg.1,16.84817
S01_47938078,S01_31089908,NA,16848170,lg.1,16.84817
S01_31090052,S01_47939179,0.08798501632811866,16849127,lg.1,16.849127
S01_47939179,S01_31090052,NA,16849127,lg.1,16.849127
S01_31089908,S01_47939179,0.0603676110661375,16849271,lg.1,16.849271
S01_47939179,S01_31089908,NA,16849271,lg.1,16.849271
S01_32461874,S01_49321466,0.07191843155650549,16859592,lg.1,16.859592
S01_49321466,S01_32461874,NA,16859592,lg.1,16.859592
S01_39801220,S01_56670080,3.2609917061231366e-4,16868860,lg.1,16.86886
S01_56670080,S01_39801220,NA,16868860,lg.1,16.86886
S01_39801220,S01_56670116,3.2609917061231366e-4,16868896,lg.1,16.868896
S01_56670116,S01_39801220,NA,16868896,lg.1,16.868896
S01_28298906,S01_45185076,0.010768098175297452,16886170,lg.1,16.88617
S01_45185076,S01_28298906,NA,16886170,lg.1,16.88617
S01_28298906,S01_45185084,0.010768098175297452,16886178,lg.1,16.886178
S01_45185084,S01_28298906,NA,16886178,lg.1,16.886178
S01_28298906,S01_45185085,0.010768098175297452,16886179,lg.1,16.886179
S01_45185085,S01_28298906,NA,16886179,lg.1,16.886179
S01_28298906,S01_45185110,0.010768098175297452,16886204,lg.1,16.886204
S01_45185110,S01_28298906,NA,16886204,lg.1,16.886204
S01_39782428,S01_56670080,2.2955145502076214e-5,16887652,lg.1,16.887652
S01_56670080,S01_39782428,NA,16887652,lg.1,16.887652
S01_39782428,S01_56670116,2.2955145502076214e-5,16887688,lg.1,16.887688
S01_56670116,S01_39782428,NA,16887688,lg.1,16.887688
S01_35752803,S01_52652130,0.0016079980288269684,16899327,lg.1,16.899327
S01_52652130,S01_35752803,NA,16899327,lg.1,16.899327
S01_38755673,S01_55692513,0.015177281821604376,16936840,lg.1,16.93684
S01_55692513,S01_38755673,NA,16936840,lg.1,16.93684
S01_32461874,S01_49405427,0.09526128275909147,16943553,lg.1,16.943553
S01_49405427,S01_32461874,NA,16943553,lg.1,16.943553
S01_32461874,S01_49407048,0.15804776838966428,16945174,lg.1,16.945174
S01_49407048,S01_32461874,NA,16945174,lg.1,16.945174
S01_32461874,S01_49407099,0.08919732766590602,16945225,lg.1,16.945225
S01_49407099,S01_32461874,NA,16945225,lg.1,16.945225
S01_39801220,S01_56756596,0.016793670132176156,16955376,lg.1,16.955376
S01_56756596,S01_39801220,NA,16955376,lg.1,16.955376
S01_39801220,S01_56756639,0.0372596118479805,16955419,lg.1,16.955419
S01_56756639,S01_39801220,NA,16955419,lg.1,16.955419
S01_27622566,S01_44586060,0.042816618232610806,16963494,lg.1,16.963494
S01_44586060,S01_27622566,NA,16963494,lg.1,16.963494
S01_39782428,S01_56756596,0.018049530020541635,16974168,lg.1,16.974168
S01_56756596,S01_39782428,NA,16974168,lg.1,16.974168
S01_39782428,S01_56756639,0.05235004598015319,16974211,lg.1,16.974211
S01_56756639,S01_39782428,NA,16974211,lg.1,16.974211
S01_39801220,S01_56782521,0.03561753043984877,16981301,lg.1,16.981301
S01_56782521,S01_39801220,NA,16981301,lg.1,16.981301
S01_39801220,S01_56782528,0.03561753043984877,16981308,lg.1,16.981308
S01_56782528,S01_39801220,NA,16981308,lg.1,16.981308
S01_39801220,S01_56782542,0.03561753043984877,16981322,lg.1,16.981322
S01_56782542,S01_39801220,NA,16981322,lg.1,16.981322
S01_38888921,S01_55879240,0.001815624650385004,16990319,lg.1,16.990319
S01_55879240,S01_38888921,NA,16990319,lg.1,16.990319
S01_39782428,S01_56782521,0.03852173585221997,17000093,lg.1,17.000093
S01_56782521,S01_39782428,NA,17000093,lg.1,17.000093
S01_39782428,S01_56782528,0.03852173585221997,17000100,lg.1,17.0001
S01_56782528,S01_39782428,NA,17000100,lg.1,17.0001
S01_39782428,S01_56782542,0.03852173585221997,17000114,lg.1,17.000114
S01_56782542,S01_39782428,NA,17000114,lg.1,17.000114
S01_39801220,S01_56812275,0.04949330257123658,17011055,lg.1,17.011055
S01_56812275,S01_39801220,NA,17011055,lg.1,17.011055
S01_39801220,S01_56812323,5.904820495385627e-4,17011103,lg.1,17.011103
S01_56812323,S01_39801220,NA,17011103,lg.1,17.011103
S01_39801220,S01_56812335,0.016452916787949398,17011115,lg.1,17.011115
S01_56812335,S01_39801220,NA,17011115,lg.1,17.011115
S01_39801220,S01_56812735,0.057376315502582965,17011515,lg.1,17.011515
S01_56812735,S01_39801220,NA,17011515,lg.1,17.011515
S01_32461874,S01_49482272,0.18746432927366607,17020398,lg.1,17.020398
S01_49482272,S01_32461874,NA,17020398,lg.1,17.020398
S01_32461874,S01_49482320,0.18746432927366607,17020446,lg.1,17.020446
S01_49482320,S01_32461874,NA,17020446,lg.1,17.020446
S01_37485659,S01_54506139,7.842706368499343e-4,17020480,lg.1,17.02048
S01_54506139,S01_37485659,NA,17020480,lg.1,17.02048
S01_37485635,S01_54506139,7.842706368499343e-4,17020504,lg.1,17.020504
S01_54506139,S01_37485635,NA,17020504,lg.1,17.020504
S01_39782428,S01_56812275,1.9763720150199867e-4,17029847,lg.1,17.029847
S01_56812275,S01_39782428,NA,17029847,lg.1,17.029847
S01_39782428,S01_56812323,2.87484305388198e-4,17029895,lg.1,17.029895
S01_56812323,S01_39782428,NA,17029895,lg.1,17.029895
S01_39782428,S01_56812335,0.017683171137354486,17029907,lg.1,17.029907
S01_56812335,S01_39782428,NA,17029907,lg.1,17.029907
S01_39782428,S01_56812735,0.0616369329903984,17030307,lg.1,17.030307
S01_56812735,S01_39782428,NA,17030307,lg.1,17.030307
S01_28345059,S01_45393119,0.06004919017840861,17048060,lg.1,17.04806
S01_45393119,S01_28345059,NA,17048060,lg.1,17.04806
S01_28345035,S01_45393119,0.06004919017840861,17048084,lg.1,17.048084
S01_45393119,S01_28345035,NA,17048084,lg.1,17.048084
S01_37430292,S01_54506139,2.9590320746054834e-5,17075847,lg.1,17.075847
S01_54506139,S01_37430292,NA,17075847,lg.1,17.075847
S01_37430274,S01_54506139,2.9590320746054834e-5,17075865,lg.1,17.075865
S01_54506139,S01_37430274,NA,17075865,lg.1,17.075865
S01_28298906,S01_45393119,0.03316637874176096,17094213,lg.1,17.094213
S01_45393119,S01_28298906,NA,17094213,lg.1,17.094213
S01_38103738,S01_55221804,0.017995082478318027,17118066,lg.1,17.118066
S01_55221804,S01_38103738,NA,17118066,lg.1,17.118066
S01_38755673,S01_55879240,0.013181195563855348,17123567,lg.1,17.123567
S01_55879240,S01_38755673,NA,17123567,lg.1,17.123567
S01_38103738,S01_55230333,0.025902812228535913,17126595,lg.1,17.126595
S01_55230333,S01_38103738,NA,17126595,lg.1,17.126595
S01_38103738,S01_55230421,0.01588607297754081,17126683,lg.1,17.126683
S01_55230421,S01_38103738,NA,17126683,lg.1,17.126683
S01_38103738,S01_55230498,0.016354344174107742,17126760,lg.1,17.12676
S01_55230498,S01_38103738,NA,17126760,lg.1,17.12676
S01_38103738,S01_55234883,0.023197407395777508,17131145,lg.1,17.131145
S01_55234883,S01_38103738,NA,17131145,lg.1,17.131145
S01_38888921,S01_56025102,0.0061483982323837045,17136181,lg.1,17.136181
S01_56025102,S01_38888921,NA,17136181,lg.1,17.136181
