,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND14,IND15,IND16,IND17,IND18,IND19,IND20,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND30,IND31,IND32,IND33,IND34,IND35,IND36,IND37,IND38,IND39,IND40,IND41,IND42,IND43,IND44,IND45,IND46,IND47,IND48,IND49,IND50,IND51,IND52,IND53,IND54,IND55,IND56,IND57,IND58,IND59,IND60,IND61,IND62,IND63,IND64,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND78,IND79,IND80,IND81,IND82,IND83,IND84,IND85,IND86,IND87
JHI_Hv50k_2016_338418,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,B,B,B,A,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,A,A,A,A,A,B,B,B,B,B
JHI_Hv50k_2016_338495,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,B,B,B,A,B,B,-,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,A,A,A,A,A,B,B,B,B,A
JHI_Hv50k_2016_338603,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,-,-,-,-,-,B,B,B,-,A,B,B,-,B,-,A,-,-,-,B,-,-,B,-,-,A,A,-,-,-,-,-,B,A,A,-,B,-,B,-,-,-,B,-,A,-,-,-,B,B,B,-,-
JHI_Hv50k_2016_338621,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,B,B,B,A,B,B,-,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,-,A,B,-,B,A,A,-,B,-,A,A,A,A,B,B,B,B,A
JHI_Hv50k_2016_338704,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,B,B,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,A,A,A,A,A,B,B,B,B,A
JHI_Hv50k_2016_338851,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,B,B,B,A,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,A,A,A,A,A,B,B,B,B,B
JHI_Hv50k_2016_338916,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,B,A,A,A,A,B,B,B,B,-
JHI_Hv50k_2016_339056,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,-,A,A,A,A,B,B,B,B,A
JHI_Hv50k_2016_340037,A,A,-,B,A,B,A,A,A,B,B,-,B,B,A,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,-,A,A,A,A,B,B,B,B,-
JHI_Hv50k_2016_340365,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,-,-,B,A,B,A,A,B,-,B,B,A,A,B,A,B,-,-,A,A,A,A,A,B,A,-,A,B,-,B,A,A,-,B,-,A,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_340433,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,A,B,A,A,B,A,-,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,-,A,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_340437,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,-,A,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_341002,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,B,B,A,B,B,A,-,B,-,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,-,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_341523,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,B,B,A,B,B,A,-,B,-,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,-,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_341929,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,A,B,A,A,B,B,B,B,B,A
JHI_Hv50k_2016_341934,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,-,B,A,A,B,B,B,B,B,A
JHI_Hv50k_2016_341936,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,A,B,A,A,B,B,B,B,B,A
JHI_Hv50k_2016_341937,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,-,-,A,-,A,-,A,B,B,-,B,B,A,B,A,A,-,-,B,-,A,A,B,A,B,A,-,-,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,-,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_341946,-,-,-,B,-,B,-,-,-,B,B,-,B,B,B,B,B,B,-,-,B,-,-,B,-,B,B,B,B,-,B,-,-,B,B,A,A,-,A,B,A,B,B,-,B,B,A,B,A,-,B,-,B,B,A,A,B,A,B,-,-,A,A,A,A,A,B,-,-,A,B,-,B,A,A,-,B,A,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_341994,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,-,-,B,A,B,A,A,B,-,-,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,-,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_342174,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,-,-,B,A,B,A,A,B,-,-,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_342184,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,-,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,B,-,B,A,A,B,A,B,A,-,A,A,A,B,A,B,A,-,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,-,B
JHI_Hv50k_2016_342189,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,-,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,-,-,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,-,-
JHI_Hv50k_2016_342191,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,B,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_342192,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,B,-,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,-,-
JHI_Hv50k_2016_342199,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,B,B,A,B,A,A,B,-,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_342239,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,A
JHI_Hv50k_2016_342445,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,A
JHI_Hv50k_2016_342820,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,-,B,B,B,A,B,A,-,-,B,-,A,-,A,B,A,B,-,-,-,-,A,-,A,A,B,A,B,-,A,A,-,A,B,-,-,A,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,-,B,-,B,-
JHI_Hv50k_2016_343074,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,B,-,B,B,-,B,A,A,B,A,B,B,A,A,B,A,B,-,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_343645,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,B,A,B,B,-,B,A,A,B,A,B,B,A,A,B,A,B,-,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_343697,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,B,A,B,B,B,B,A,A,B,A,B,B,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_343698,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,-,-,B,A,A,B,A,B,-,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,-,-
JHI_Hv50k_2016_343714,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,B,B,A,A,B,A,B,B,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_343718,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_343804,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_343805,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,B,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_343989,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,B,A,B,B,A,B,A,A,B,-,B,B,A,A,B,A,B,A,A,B,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_343992,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,-,-,B,-,B,A,A,B,-,B,B,A,A,B,A,B,A,A,B,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_344250,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,A,B,B,A,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_344252,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,B,-,-,B,B,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_344270,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,B,A,-,B,B,B,A,A,B,A,B,B,A,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_344283,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,A,A,A,-,A,B,A,B,B,A,A,B,-,B,A,A,B,A,A,B,A,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,A,A
JHI_Hv50k_2016_344416,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,A,-,B,A,A,B,B,B,A,A,A,A,A,B,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_344492,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,B,B,A,A,B,A,A,A,A,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,A
JHI_Hv50k_2016_344783,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,B,B,B,A,B,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_345007,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,B,-,-,B,-,B,A,A,B,A,B,B,A,A,B,B,B,B,-,B,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_345023,A,A,-,B,A,B,A,A,A,B,B,-,B,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,A,-,B,-,B,A,A,B,A,B,B,A,A,B,B,B,B,A,B,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_345222,A,A,-,B,A,B,A,A,A,B,B,-,A,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,B,B,B,A,B,A,A,B,A,B,B,A,A,B,B,B,B,A,B,A,A,A,B,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_345308,A,A,-,B,A,B,A,A,A,B,B,-,A,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,B,-,B,A,B,A,A,B,-,-,B,A,A,B,B,B,B,A,B,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_346089,A,A,-,B,A,B,A,A,A,A,B,-,A,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,B,A,A,B,-,B,A,A,B,A,A,B,A,A,B,B,B,B,A,B,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,A,A
JHI_Hv50k_2016_346190,A,A,-,B,A,B,A,A,A,A,B,-,A,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,B,-,-,B,-,B,A,A,B,-,-,B,A,A,B,B,B,B,-,B,A,A,B,B,B,A,-,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_346264,A,A,-,B,A,B,A,A,A,A,B,-,A,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,B,B,-,B,-,B,A,A,B,A,B,B,A,A,B,B,B,B,-,B,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_346493,A,-,-,B,A,B,A,A,-,A,B,-,A,B,B,B,B,A,-,-,B,A,-,B,-,B,B,B,B,-,B,A,-,B,B,A,-,-,A,B,-,B,-,B,B,B,-,B,-,A,B,-,B,B,-,A,B,B,B,B,A,B,-,-,B,B,B,-,-,A,B,-,B,-,-,-,B,B,B,-,-,B,B,B,B,B,B
JHI_Hv50k_2016_346572,A,A,-,B,A,B,A,A,A,A,B,-,A,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,-,B,B,B,A,A,B,-,B,B,A,A,B,B,B,B,A,B,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_347269,A,A,-,B,A,B,A,A,B,A,B,-,A,B,B,B,B,A,A,A,B,-,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,-,B,-,B,A,A,B,-,B,B,A,A,B,B,B,A,A,B,A,A,B,B,B,A,A,A,B,-,B,A,B,-,B,B,B,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_347288,A,A,-,-,A,-,A,A,-,A,B,-,A,-,B,-,B,A,A,A,B,A,A,B,-,-,-,B,B,A,-,A,-,-,B,-,A,-,A,B,A,-,A,B,-,-,-,B,A,A,B,-,B,B,A,A,-,-,-,A,A,-,A,A,B,B,B,A,A,A,B,-,B,A,-,-,B,-,-,A,A,B,-,-,B,-,B
JHI_Hv50k_2016_347304,A,A,-,B,A,B,A,A,B,A,B,-,A,B,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,-,B,-,B,A,A,B,-,B,B,A,A,B,B,B,A,A,B,A,A,B,B,B,A,A,A,B,-,B,A,B,-,B,B,B,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_348014,A,A,-,B,A,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,A,B,A,B,B,B,A,A,B,B,B,B,A,A,B,B,B,A,A,B,A,A,B,B,B,A,A,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,B,-
JHI_Hv50k_2016_348060,A,A,-,B,A,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,B,B,B,A,A,B,A,A,B,B,B,A,A,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_348257,A,A,-,B,A,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,A,-,-,B,A,B,A,A,B,-,B,B,A,A,B,B,B,A,A,A,A,A,A,B,B,A,A,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,-,A
JHI_Hv50k_2016_348262,A,A,-,B,A,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,-,-,B,B,B,A,A,B,B,-,B,A,A,B,B,B,A,-,A,A,A,A,B,B,A,A,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,-,-
JHI_Hv50k_2016_349606,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,A,B,A,A,B,B,B,A,A,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,A,B
JHI_Hv50k_2016_349626,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,-,B,B,B,A,A,B,-,B,B,A,A,A,B,B,A,A,B,A,A,B,B,B,A,A,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,A,-
JHI_Hv50k_2016_349695,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,A,B,B,B,-,B,A,A,B,B,B,B,A,A,A,B,B,-,-,A,A,A,A,B,B,A,-,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,-,-
JHI_Hv50k_2016_349709,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,B,B,-,B,A,A,B,B,B,B,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,A,A
JHI_Hv50k_2016_349816,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,B,B,-,B,A,A,-,B,B,B,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,B,-,B,A,B,-,B,B,A,A,A,B,B,B,B,A,A
JHI_Hv50k_2016_349878,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,A,A,-,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,A,B,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,A,A,A,B,B,B,B,A,B
JHI_Hv50k_2016_349887,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,B,A,-,A,B,A,B,-,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,-,A,A,A,B,B,B,A,-,A,B,-,B,A,A,-,B,B,A,A,A,B,B,B,B,B,B
JHI_Hv50k_2016_349922,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,A,A,A,A,B,B,B,A,A,A,B,-,B,A,A,-,B,B,A,A,A,B,B,B,B,A,B
JHI_Hv50k_2016_351024,B,A,-,B,B,B,A,A,B,A,A,-,A,A,B,B,B,A,A,A,B,A,A,B,-,B,B,B,B,A,B,A,-,B,B,-,A,-,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,-,B,A,A,-,B,B,A,A,A,B,B,B,B,A,B
